sub_id,word,ink,response,rt
S01,blue,blue,blue,447.9499831718015
S01,blue,blue,blue,447.9499831718015
S01,blue,blue,blue,532.8689859541932
S01,blue,blue,blue,532.8689859541932
S01,blue,blue,blue,502.0844720564552
S01,blue,blue,blue,502.0844720564552
S01,blue,blue,blue,601.9779684065014
S01,blue,blue,blue,601.9779684065014
S01,blue,blue,blue,616.4057958962823
S01,blue,blue,blue,616.4057958962823
S01,blue,purple,purple,627.4665283468638
S01,blue,purple,purple,627.4665283468638
S01,blue,purple,purple,576.0297641063171
S01,blue,purple,purple,576.0297641063171
S01,blue,purple,purple,694.5274697459606
S01,blue,purple,blue,694.5274697459606
S01,blue,purple,blue,556.1658260310461
S01,blue,purple,purple,556.1658260310461
S01,blue,purple,purple,708.2713105914686
S01,blue,purple,purple,708.2713105914686
S01,blue,green,green,706.719641623347
S01,blue,green,green,706.719641623347
S01,blue,green,green,629.5011468147945
S01,blue,green,green,629.5011468147945
S01,blue,green,green,696.50738556104
S01,blue,green,green,696.50738556104
S01,blue,green,green,488.4806283915352
S01,blue,green,green,488.4806283915352
S01,blue,green,green,586.834014646881
S01,blue,green,green,586.834014646881
S01,blue,red,red,565.5973160037373
S01,blue,red,red,565.5973160037373
S01,blue,red,red,547.0104221201373
S01,blue,red,red,547.0104221201373
S01,blue,red,red,631.7989827937351
S01,blue,red,red,631.7989827937351
S01,blue,red,red,523.7473521931788
S01,blue,red,red,523.7473521931788
S01,blue,red,NA,NA
S01,blue,red,red,584.1900143052873
S01,blue,brown,brown,619.467779801253
S01,blue,brown,brown,619.467779801253
S01,blue,brown,brown,620.4548520572213
S01,blue,brown,brown,620.4548520572213
S01,blue,brown,brown,664.6079411640313
S01,blue,brown,brown,664.6079411640313
S01,blue,brown,brown,568.4844371406435
S01,blue,brown,brown,568.4844371406435
S01,blue,brown,brown,526.5018306724368
S01,blue,brown,brown,526.5018306724368
S01,purple,blue,blue,634.5358279391911
S01,purple,blue,blue,634.5358279391911
S01,purple,blue,blue,550.9088307860992
S01,purple,blue,blue,550.9088307860992
S01,purple,blue,NA,NA
S01,purple,blue,blue,578.4730109334096
S01,purple,blue,blue,729.4895567043267
S01,purple,blue,blue,729.4895567043267
S01,purple,blue,blue,602.2772154378719
S01,purple,blue,blue,602.2772154378719
S01,purple,purple,purple,487.5815879973078
S01,purple,purple,NA,NA
S01,purple,purple,purple,467.53418163982076
S01,purple,purple,purple,467.53418163982076
S01,purple,purple,purple,362.6493089313311
S01,purple,purple,purple,362.6493089313311
S01,purple,purple,purple,573.4891492746923
S01,purple,purple,purple,573.4891492746923
S01,purple,purple,purple,561.4366031862024
S01,purple,purple,purple,561.4366031862024
S01,purple,green,green,635.7405837570939
S01,purple,green,green,635.7405837570939
S01,purple,green,purple,559.3492134187596
S01,purple,green,green,559.3492134187596
S01,purple,green,green,500.80491672197525
S01,purple,green,purple,500.80491672197525
S01,purple,green,green,598.5800233025487
S01,purple,green,green,598.5800233025487
S01,purple,green,green,563.4057502518448
S01,purple,green,green,563.4057502518448
S01,purple,red,red,614.9525811727708
S01,purple,red,red,614.9525811727708
S01,purple,red,red,663.2680823279803
S01,purple,red,red,663.2680823279803
S01,purple,red,red,588.8931725786841
S01,purple,red,red,588.8931725786841
S01,purple,red,red,516.0873740703449
S01,purple,red,red,516.0873740703449
S01,purple,red,red,642.2605533194794
S01,purple,red,red,642.2605533194794
S01,purple,brown,NA,NA
S01,purple,brown,brown,579.1788212935459
S01,purple,brown,brown,543.3338557898751
S01,purple,brown,brown,543.3338557898751
S01,purple,brown,brown,616.0256083498533
S01,purple,brown,brown,616.0256083498533
S01,purple,brown,brown,559.0511446066523
S01,purple,brown,brown,559.0511446066523
S01,purple,brown,brown,665.5222592490837
S01,purple,brown,brown,665.5222592490837
S01,green,blue,blue,587.8289895304065
S01,green,blue,blue,587.8289895304065
S01,green,blue,blue,584.6193735942104
S01,green,blue,blue,584.6193735942104
S01,green,blue,blue,582.2840534671507
S01,green,blue,blue,582.2840534671507
S01,green,blue,blue,631.6922614887793
S01,green,blue,blue,631.6922614887793
S01,green,blue,NA,NA
S01,green,blue,blue,647.2234305190109
S01,green,purple,NA,NA
S01,green,purple,purple,695.5270375345806
S01,green,purple,purple,550.9669578158035
S01,green,purple,purple,550.9669578158035
S01,green,purple,purple,595.9517743257115
S01,green,purple,purple,595.9517743257115
S01,green,purple,purple,575.7354337525082
S01,green,purple,purple,575.7354337525082
S01,green,purple,purple,636.2611332242299
S01,green,purple,purple,636.2611332242299
S01,green,green,green,598.1560946012999
S01,green,green,green,598.1560946012999
S01,green,green,green,593.6050781531598
S01,green,green,green,593.6050781531598
S01,green,green,green,448.5444696179785
S01,green,green,green,448.5444696179785
S01,green,green,green,509.4121937582979
S01,green,green,green,509.4121937582979
S01,green,green,green,527.248904098003
S01,green,green,green,527.248904098003
S01,green,red,red,579.1943336595161
S01,green,red,red,579.1943336595161
S01,green,red,green,531.775701758115
S01,green,red,NA,NA
S01,green,red,red,535.2764027959481
S01,green,red,red,535.2764027959481
S01,green,red,red,607.7871335979041
S01,green,red,red,607.7871335979041
S01,green,red,red,594.0095936397985
S01,green,red,red,594.0095936397985
S01,green,brown,brown,639.1818715365081
S01,green,brown,brown,639.1818715365081
S01,green,brown,brown,570.9509956916781
S01,green,brown,brown,570.9509956916781
S01,green,brown,brown,671.345707384825
S01,green,brown,brown,671.345707384825
S01,green,brown,brown,635.444579538825
S01,green,brown,brown,635.444579538825
S01,green,brown,brown,648.0436833308124
S01,green,brown,brown,648.0436833308124
S01,red,blue,blue,588.348599123539
S01,red,blue,blue,588.348599123539
S01,red,blue,blue,590.5750875445929
S01,red,blue,blue,590.5750875445929
S01,red,blue,blue,534.1789695096296
S01,red,blue,blue,534.1789695096296
S01,red,blue,blue,549.4549712290637
S01,red,blue,blue,549.4549712290637
S01,red,blue,blue,545.6197811947173
S01,red,blue,blue,545.6197811947173
S01,red,purple,purple,665.9936362107475
S01,red,purple,purple,665.9936362107475
S01,red,purple,purple,713.460993011174
S01,red,purple,purple,713.460993011174
S01,red,purple,purple,628.8290198467521
S01,red,purple,purple,628.8290198467521
S01,red,purple,purple,686.0028212885501
S01,red,purple,purple,686.0028212885501
S01,red,purple,purple,618.4125645721807
S01,red,purple,purple,618.4125645721807
S01,red,green,green,616.2892573378111
S01,red,green,NA,NA
S01,red,green,green,696.5052096780149
S01,red,green,red,696.5052096780149
S01,red,green,NA,NA
S01,red,green,NA,NA
S01,red,green,green,581.950448338366
S01,red,green,green,581.950448338366
S01,red,green,green,581.0044892316812
S01,red,green,green,581.0044892316812
S01,red,red,red,638.2627405752344
S01,red,red,red,638.2627405752344
S01,red,red,red,600.6834884992936
S01,red,red,NA,NA
S01,red,red,NA,NA
S01,red,red,red,542.4031428815509
S01,red,red,red,452.9025629630304
S01,red,red,red,452.9025629630304
S01,red,red,red,560.8906762419264
S01,red,red,red,560.8906762419264
S01,red,brown,brown,601.6202904343144
S01,red,brown,brown,601.6202904343144
S01,red,brown,brown,625.8651312383398
S01,red,brown,brown,625.8651312383398
S01,red,brown,NA,NA
S01,red,brown,brown,501.4611436630744
S01,red,brown,brown,621.9387183108539
S01,red,brown,brown,621.9387183108539
S01,red,brown,brown,521.2218723395632
S01,red,brown,brown,521.2218723395632
S01,brown,blue,blue,632.1890118993305
S01,brown,blue,blue,632.1890118993305
S01,brown,blue,blue,620.757171345343
S01,brown,blue,blue,620.757171345343
S01,brown,blue,blue,456.7489982296195
S01,brown,blue,blue,456.7489982296195
S01,brown,blue,blue,619.7992671029803
S01,brown,blue,blue,619.7992671029803
S01,brown,blue,blue,555.0565693110221
S01,brown,blue,blue,555.0565693110221
S01,brown,purple,purple,532.3745404347745
S01,brown,purple,purple,532.3745404347745
S01,brown,purple,NA,NA
S01,brown,purple,purple,568.933376802806
S01,brown,purple,purple,465.94920704175763
S01,brown,purple,purple,465.94920704175763
S01,brown,purple,purple,588.4528285563309
S01,brown,purple,purple,588.4528285563309
S01,brown,purple,purple,373.5367896825136
S01,brown,purple,purple,373.5367896825136
S01,brown,green,green,501.7432235411385
S01,brown,green,green,501.7432235411385
S01,brown,green,green,572.5065212114105
S01,brown,green,green,572.5065212114105
S01,brown,green,green,564.5345824318418
S01,brown,green,green,564.5345824318418
S01,brown,green,green,699.6494830268532
S01,brown,green,green,699.6494830268532
S01,brown,green,green,605.8444226846999
S01,brown,green,green,605.8444226846999
S01,brown,red,red,634.6623505504685
S01,brown,red,NA,NA
S01,brown,red,red,561.3725392111986
S01,brown,red,red,561.3725392111986
S01,brown,red,red,620.9520991131712
S01,brown,red,red,620.9520991131712
S01,brown,red,red,556.6108286504517
S01,brown,red,red,556.6108286504517
S01,brown,red,NA,NA
S01,brown,red,red,653.9945291482005
S01,brown,brown,brown,569.2130242501944
S01,brown,brown,NA,NA
S01,brown,brown,brown,470.0575328021008
S01,brown,brown,brown,470.0575328021008
S01,brown,brown,brown,392.4642318124846
S01,brown,brown,brown,392.4642318124846
S01,brown,brown,brown,396.4919082336759
S01,brown,brown,brown,396.4919082336759
S01,brown,brown,brown,569.021481522297
S01,brown,brown,brown,569.021481522297
S02,blue,blue,blue,592.1003749350758
S02,blue,blue,blue,592.1003749350758
S02,blue,blue,blue,675.6575041513918
S02,blue,blue,blue,675.6575041513918
S02,blue,blue,blue,499.58579482330197
S02,blue,blue,blue,499.58579482330197
S02,blue,blue,blue,590.4130237832085
S02,blue,blue,blue,590.4130237832085
S02,blue,blue,blue,590.9500174765146
S02,blue,blue,blue,590.9500174765146
S02,blue,purple,blue,666.3323053280793
S02,blue,purple,purple,666.3323053280793
S02,blue,purple,purple,649.7369984188315
S02,blue,purple,purple,649.7369984188315
S02,blue,purple,purple,773.5992541124924
S02,blue,purple,purple,773.5992541124924
S02,blue,purple,purple,728.8002873455297
S02,blue,purple,purple,728.8002873455297
S02,blue,purple,purple,683.0972982251957
S02,blue,purple,purple,683.0972982251957
S02,blue,green,green,736.9575657775073
S02,blue,green,green,736.9575657775073
S02,blue,green,green,694.102842688635
S02,blue,green,green,694.102842688635
S02,blue,green,green,630.6329726226642
S02,blue,green,green,630.6329726226642
S02,blue,green,green,638.9321160705181
S02,blue,green,blue,638.9321160705181
S02,blue,green,green,648.4297678200062
S02,blue,green,green,648.4297678200062
S02,blue,red,red,720.9750576180153
S02,blue,red,red,720.9750576180153
S02,blue,red,red,524.2824332959912
S02,blue,red,red,524.2824332959912
S02,blue,red,red,676.7296353409794
S02,blue,red,red,676.7296353409794
S02,blue,red,red,663.5973678301636
S02,blue,red,red,663.5973678301636
S02,blue,red,red,630.4246770047778
S02,blue,red,red,630.4246770047778
S02,blue,brown,brown,666.8928543473911
S02,blue,brown,NA,NA
S02,blue,brown,brown,695.7782705915535
S02,blue,brown,brown,695.7782705915535
S02,blue,brown,brown,666.0421584215529
S02,blue,brown,blue,666.0421584215529
S02,blue,brown,brown,754.718523250877
S02,blue,brown,brown,754.718523250877
S02,blue,brown,brown,702.2081840227559
S02,blue,brown,brown,702.2081840227559
S02,purple,blue,blue,525.903897205338
S02,purple,blue,blue,525.903897205338
S02,purple,blue,blue,737.2392243113708
S02,purple,blue,blue,737.2392243113708
S02,purple,blue,blue,592.3401818208561
S02,purple,blue,blue,592.3401818208561
S02,purple,blue,blue,509.2305725283205
S02,purple,blue,blue,509.2305725283205
S02,purple,blue,blue,618.9144801946128
S02,purple,blue,NA,NA
S02,purple,purple,purple,640.2896964172617
S02,purple,purple,purple,640.2896964172617
S02,purple,purple,purple,668.4811309429106
S02,purple,purple,purple,668.4811309429106
S02,purple,purple,purple,715.3798634143819
S02,purple,purple,purple,715.3798634143819
S02,purple,purple,purple,544.4275763517968
S02,purple,purple,purple,544.4275763517968
S02,purple,purple,purple,612.3154597804725
S02,purple,purple,NA,NA
S02,purple,green,green,669.6897874632276
S02,purple,green,green,669.6897874632276
S02,purple,green,green,686.4669380046728
S02,purple,green,green,686.4669380046728
S02,purple,green,green,660.7452403130679
S02,purple,green,green,660.7452403130679
S02,purple,green,green,664.8345281290879
S02,purple,green,green,664.8345281290879
S02,purple,green,green,699.8798342667986
S02,purple,green,green,699.8798342667986
S02,purple,red,red,576.0142586770107
S02,purple,red,red,576.0142586770107
S02,purple,red,red,711.2669797522126
S02,purple,red,red,711.2669797522126
S02,purple,red,red,702.5931579496205
S02,purple,red,red,702.5931579496205
S02,purple,red,red,720.2787520909154
S02,purple,red,red,720.2787520909154
S02,purple,red,red,581.6894736033224
S02,purple,red,red,581.6894736033224
S02,purple,brown,brown,704.4409691640517
S02,purple,brown,brown,704.4409691640517
S02,purple,brown,brown,721.0383663061214
S02,purple,brown,brown,721.0383663061214
S02,purple,brown,purple,649.9656016521831
S02,purple,brown,purple,649.9656016521831
S02,purple,brown,brown,694.2858608807536
S02,purple,brown,NA,NA
S02,purple,brown,brown,604.5950259923002
S02,purple,brown,brown,604.5950259923002
S02,green,blue,green,571.533322457717
S02,green,blue,blue,571.533322457717
S02,green,blue,blue,657.4373956664161
S02,green,blue,blue,657.4373956664161
S02,green,blue,blue,698.0156448957433
S02,green,blue,blue,698.0156448957433
S02,green,blue,blue,727.233020149905
S02,green,blue,blue,727.233020149905
S02,green,blue,blue,621.9178307989793
S02,green,blue,blue,621.9178307989793
S02,green,purple,purple,759.9335949524325
S02,green,purple,NA,NA
S02,green,purple,green,699.5629566912967
S02,green,purple,green,699.5629566912967
S02,green,purple,green,749.8852547204465
S02,green,purple,purple,749.8852547204465
S02,green,purple,purple,598.2373423402938
S02,green,purple,purple,598.2373423402938
S02,green,purple,purple,610.9931259564537
S02,green,purple,purple,610.9931259564537
S02,green,green,green,561.6446810955783
S02,green,green,green,561.6446810955783
S02,green,green,green,576.9520041623524
S02,green,green,green,576.9520041623524
S02,green,green,green,607.4840151382153
S02,green,green,green,607.4840151382153
S02,green,green,green,620.1577424905793
S02,green,green,green,620.1577424905793
S02,green,green,green,636.0288046684847
S02,green,green,green,636.0288046684847
S02,green,red,red,688.9469474579233
S02,green,red,NA,NA
S02,green,red,red,758.8752259233069
S02,green,red,NA,NA
S02,green,red,red,743.8543986008871
S02,green,red,NA,NA
S02,green,red,red,705.1687084454727
S02,green,red,red,705.1687084454727
S02,green,red,red,762.4763824137465
S02,green,red,red,762.4763824137465
S02,green,brown,brown,642.3031637032459
S02,green,brown,brown,642.3031637032459
S02,green,brown,brown,749.3694782446591
S02,green,brown,brown,749.3694782446591
S02,green,brown,brown,635.998546333857
S02,green,brown,NA,NA
S02,green,brown,brown,590.1261172182606
S02,green,brown,brown,590.1261172182606
S02,green,brown,brown,874.4478136067096
S02,green,brown,brown,874.4478136067096
S02,red,blue,blue,583.8428258246626
S02,red,blue,NA,NA
S02,red,blue,blue,577.200122539024
S02,red,blue,blue,577.200122539024
S02,red,blue,blue,662.9700734551245
S02,red,blue,blue,662.9700734551245
S02,red,blue,blue,637.4538751123265
S02,red,blue,blue,637.4538751123265
S02,red,blue,blue,783.2458860605627
S02,red,blue,blue,783.2458860605627
S02,red,purple,purple,700.5341344773856
S02,red,purple,purple,700.5341344773856
S02,red,purple,purple,586.9479796558694
S02,red,purple,purple,586.9479796558694
S02,red,purple,purple,700.1752879968619
S02,red,purple,purple,700.1752879968619
S02,red,purple,purple,719.2673125055597
S02,red,purple,purple,719.2673125055597
S02,red,purple,purple,612.1548862819232
S02,red,purple,purple,612.1548862819232
S02,red,green,green,584.8673131933956
S02,red,green,green,584.8673131933956
S02,red,green,green,701.0854158328992
S02,red,green,green,701.0854158328992
S02,red,green,green,709.1511340329788
S02,red,green,green,709.1511340329788
S02,red,green,red,641.8679104371137
S02,red,green,green,641.8679104371137
S02,red,green,green,732.8324906537403
S02,red,green,green,732.8324906537403
S02,red,red,red,578.6354411240662
S02,red,red,red,578.6354411240662
S02,red,red,red,621.6954800761546
S02,red,red,red,621.6954800761546
S02,red,red,red,697.076397950411
S02,red,red,red,697.076397950411
S02,red,red,red,541.0351985377539
S02,red,red,red,541.0351985377539
S02,red,red,red,627.7086720945434
S02,red,red,red,627.7086720945434
S02,red,brown,red,730.2221017028713
S02,red,brown,brown,730.2221017028713
S02,red,brown,brown,552.8343877702712
S02,red,brown,brown,552.8343877702712
S02,red,brown,brown,731.9622159463167
S02,red,brown,brown,731.9622159463167
S02,red,brown,brown,664.5830822080952
S02,red,brown,brown,664.5830822080952
S02,red,brown,brown,692.7806247901336
S02,red,brown,brown,692.7806247901336
S02,brown,blue,blue,793.7802060397203
S02,brown,blue,blue,793.7802060397203
S02,brown,blue,blue,652.8532974371828
S02,brown,blue,blue,652.8532974371828
S02,brown,blue,blue,728.9090517808688
S02,brown,blue,blue,728.9090517808688
S02,brown,blue,blue,664.5767779109909
S02,brown,blue,blue,664.5767779109909
S02,brown,blue,blue,672.6370032986084
S02,brown,blue,blue,672.6370032986084
S02,brown,purple,purple,630.3157332536133
S02,brown,purple,purple,630.3157332536133
S02,brown,purple,purple,721.783381614978
S02,brown,purple,purple,721.783381614978
S02,brown,purple,purple,733.1323737668297
S02,brown,purple,purple,733.1323737668297
S02,brown,purple,purple,824.5592826935975
S02,brown,purple,purple,824.5592826935975
S02,brown,purple,purple,776.3285887111745
S02,brown,purple,NA,NA
S02,brown,green,brown,619.0284887507746
S02,brown,green,green,619.0284887507746
S02,brown,green,green,675.6047306962868
S02,brown,green,green,675.6047306962868
S02,brown,green,green,613.3436816820747
S02,brown,green,green,613.3436816820747
S02,brown,green,green,758.5710696410939
S02,brown,green,green,758.5710696410939
S02,brown,green,green,704.6549518926615
S02,brown,green,green,704.6549518926615
S02,brown,red,red,706.5762081626629
S02,brown,red,red,706.5762081626629
S02,brown,red,red,713.0487242228893
S02,brown,red,red,713.0487242228893
S02,brown,red,brown,656.7181473537846
S02,brown,red,red,656.7181473537846
S02,brown,red,red,770.4339323708566
S02,brown,red,red,770.4339323708566
S02,brown,red,red,716.5377655286403
S02,brown,red,red,716.5377655286403
S02,brown,brown,brown,715.8065514416244
S02,brown,brown,brown,715.8065514416244
S02,brown,brown,brown,626.2487707730428
S02,brown,brown,brown,626.2487707730428
S02,brown,brown,brown,685.7309076746782
S02,brown,brown,brown,685.7309076746782
S02,brown,brown,brown,681.9868991033653
S02,brown,brown,NA,NA
S02,brown,brown,brown,690.7988008321026
S02,brown,brown,NA,NA
S03,blue,blue,blue,727.2337570224289
S03,blue,blue,blue,727.2337570224289
S03,blue,blue,blue,672.1140959860086
S03,blue,blue,blue,672.1140959860086
S03,blue,blue,blue,630.9220406712798
S03,blue,blue,blue,630.9220406712798
S03,blue,blue,NA,NA
S03,blue,blue,blue,526.8317234374778
S03,blue,blue,blue,715.809627645289
S03,blue,blue,blue,715.809627645289
S03,blue,purple,purple,567.3623884847584
S03,blue,purple,purple,567.3623884847584
S03,blue,purple,purple,650.5844466268594
S03,blue,purple,purple,650.5844466268594
S03,blue,purple,purple,703.3029037382228
S03,blue,purple,purple,703.3029037382228
S03,blue,purple,purple,726.4431930930773
S03,blue,purple,purple,726.4431930930773
S03,blue,purple,purple,748.4481615434568
S03,blue,purple,purple,748.4481615434568
S03,blue,green,green,750.165207499424
S03,blue,green,green,750.165207499424
S03,blue,green,green,611.8477495826434
S03,blue,green,green,611.8477495826434
S03,blue,green,green,741.0707075169196
S03,blue,green,green,741.0707075169196
S03,blue,green,green,708.173699390625
S03,blue,green,green,708.173699390625
S03,blue,green,green,669.7469392036164
S03,blue,green,green,669.7469392036164
S03,blue,red,red,521.2163876332786
S03,blue,red,red,521.2163876332786
S03,blue,red,red,828.7328494885217
S03,blue,red,red,828.7328494885217
S03,blue,red,red,591.9763274129273
S03,blue,red,red,591.9763274129273
S03,blue,red,red,677.9618321982432
S03,blue,red,red,677.9618321982432
S03,blue,red,red,610.5449662881413
S03,blue,red,red,610.5449662881413
S03,blue,brown,brown,701.3476875275671
S03,blue,brown,brown,701.3476875275671
S03,blue,brown,brown,663.96980910120806
S03,blue,brown,brown,663.96980910120806
S03,blue,brown,brown,596.8434656614361
S03,blue,brown,brown,596.8434656614361
