congruent,incongruent,sub_id
5.155197159735417,6.99750200816473,1
2.984696573744323,2.236092008849854,2
4.6503244491480595,6.610935770386887,3
7.725759267411862,5.113363476669643,4
7.777071304904125,5.592254727510128,5
4.283129480250543,7.031832657951309,6
3.4954532035509955,3.7075735874086844,7
4.952464669993315,8.077648592686861,8
3.9583225138247067,3.7876026164585026,9
3.6720610414729213,5.674864447998117,10
7.297067550733479,5.4204903428553894,11
5.438925979244415,9.140753968193025,12
4.51564961528745,3.5742088747090897,13
2.119524889844778,5.114812863838131,14
2.361608691336132,5.3609884801297785,15
3.313369096452475,5.610445091476132,16
3.067917771867806,3.288367975015204,17
4.571942874663268,6.263736233533628,18
4.658925899613442,8.010259404199937,19
5.995687206679673,4.427751790519562,20
4.01476595851525,5.928304692375032,21
4.069104680510772,5.331611887827356,22
5.671024089803349,5.656216399100483,23
3.283884619484619,6.376295426510958,24
6.590093966336864,6.1546465367984275,25
3.6668044584348634,5.4962434909883715,26
3.903861062142766,6.572550102781007,27
3.865139620364671,5.027631834912828,28
2.198673641063126,2.7297404167265156,29
3.9653577394187467,6.5274729060015515,30
6.7352274227475295,3.9035524477270056,31
6.843359740716558,5.2626938089825295,32
5.786546225398036,6.740661583827377,33
4.0266516441097036,2.5073255906361682,34
7.333375649427815,2.6372445171374057,35
4.500861141254852,8.119629634116448,36
7.087341351158528,6.868669946100455,37
2.961237716781563,6.413472304614281,38
10.040140175067691,6.951338221040721,39
2.576923974236103,5.923668206726089,40
4.925233768329327,6.743785929445241,41
3.1646216058026817,7.556744912175869,42
4.133878201379629,9.424850482769042,43
5.675883787840645,5.371791064107738,44
5.332698206647781,5.061038645586653,45
4.207114297967276,5.23912088830199,46
3.2662221044985644,5.82818936908814,47
8.323994837974155,7.750197687488598,48
5.305752589210019,3.55542676162548,49
3.602313954839904,9.062796708333595,50
9.477149207913065,6.966912910973512,51
3.0421336345197627,7.308893138581613,52
5.796374517574282,6.615212973111414,53
7.580036456371366,2.3227989250778993,54
8.606602490036039,6.6000329507289015,55
7.608559409284918,7.148649161305864,56
5.570064889920922,5.7502675668995735,57
2.889710647991191,4.817345231391467,58
4.140487255001775,5.367030358535796,59
4.152134272527319,2.6337560049645266,60
3.4324852107883475,2.5414375349728617,61
6.445879130184246,4.968353605434475,62
6.011423527145567,6.804242534765162,63
6.11865423541948,6.719479609940269,64
3.6217641192449563,3.879945743368104,65
3.6095390636457614,6.437555045788199,66
6.277434281229012,2.9931410678360573,67
10.045539645106615,2.657150872747331,68
7.745157402762381,5.148807777059722,69
4.621668815590587,3.3186845837662347,70
3.907943761340807,7.297720778151627,71
3.713098906369446,4.759850948816339,72
3.1184906982434337,6.097365680129245,73
4.397590839826633,3.3198799935389873,74
6.148391352329442,2.1360773718821053,75
5.864780811104779,3.8984553307358114,76
4.488916424197806,7.4478204316193635,77
3.9618434925511936,6.227710052468062,78
4.535550088127057,6.771998757567381,79
6.854150279111843,8.127193693940356,80
4.398077273496069,7.389001371949398,81
4.711518635963295,5.7576297524632425,82
8.425681201040607,6.221064983490001,83
2.0333386482577644,6.323426794519563,84
6.885165535150174,5.2956259512011785,85
1.7044956315025575,4.944697978385206,86
3.946874391813058,5.586234338276751,87
3.5450013285100077,4.36625876930136,88
5.770509657290136,7.9632971618547925,89
4.241724534949235,7.1129366509573915,90
4.438642838033846,6.511972774882687,91
6.033971109616369,8.699298756572208,92
5.567836297440686,6.957536844246063,93
5.583706588902056,5.928313217102083,94
4.550832206145817,5.057093735872614,95
0.2753843908893687,3.323527211597421,96
5.1308005463504,4.7599725279136464,97
2.866632926614239,9.6676122626419545,98
6.25076488817854,6.2766169198719615,99
3.8958856613842823,8.38470373309849,100
3.871959424498903,4.167826587449886,101
7.220588276132896,6.109425028180895,102
5.743082123056874,4.841898922528737,103
4.575633965683568,5.554017155834253,104
7.384329940137458,6.114302259750111,105
5.938714315995406,3.008292024898573,106
7.606204653296986,7.531194038749671,107
6.676449655432442,6.203615046408973,108
3.199307492482704,4.98160205986163,109
3.2870958140228903,7.998888185621922,110
5.074817236759293,5.427074261150259,111
4.960147910394574,6.272933727257497,112
6.6051125446784456,7.353155771678802,113
1.7960117458615743,6.613332847758925,114
4.479716750534991,4.85802865673713,115
5.002707711085275,4.581597993281129,116
7.334195862295267,4.327640097546827,117
3.3559446637396695,6.137819374948776,118
4.442081697300394,4.955789917111957,119
2.0163943190287283,4.847559012706103,120
5.957880812231004,6.298055769577943,121
3.331711035041632,5.170008501615111,122
2.789639396105845,2.7682928494753387,123
4.92522417582699,3.963898776675687,124
7.274102897975169,3.7010168398104475,125
5.053543165859056,7.361272881211104,126
6.020775042490481,5.088505615058277,127
7.663763239991825,5.347852082170439,128
7.086008028545606,7.602379984639208,129
5.13326322485989,4.909214872406576,130
5.898935064969563,7.243439716322265,131
4.863466648123434,7.410601714104496,132
3.6500350251205194,7.141067145334542,133
4.2703039983246125,7.825328289983784,134
6.2887196437835735,7.736305017386918,135
6.5146158437585076,11.55627869661491,136
2.8249386818754245,5.28520442815066,137
6.658331425117742,4.932497911978141,138
4.368976331687083,7.183414618599231,139
3.9266800152615784,7.1259019481005135,140
2.9241495721843256,1.97692734569375,141
4.225794988771959,5.514141563022145,142
5.3946460917723655,6.884239727754039,143
6.150349564191734,7.5463049434703775,144
6.0126880965565945,8.404568913081736,145
6.564355666735748,6.332560317702432,146
6.885757991802182,7.247469825281034,147
9.659198995254087,9.122215089466092,148
6.637991099435405,3.944933307065674,149
7.74750429894495,4.986633914484958,150
9.341609364058124,8.298330901078153,151
4.696214859910774,3.8148286521767796,152
3.5617582150355016,5.610280728615211,153
5.4996133984219036,8.884849138533074,154
4.217226787796524,4.264965517301928,155
5.20259831718608,6.505633925405819,156
7.113631240481373,6.939472737211274,157
6.054345313153652,6.24935996728695,158
7.5980518299607045,7.753223129037076,159
8.665841533766649,5.974970079268975,160
8.351223241754813,6.167765189807351,161
5.413005012957006,4.870486372600292,162
3.7437367700234976,10.145576661774147,163
4.060430285095473,3.781514860115512,164
3.280367242981802,5.372757534248476,165
4.2604857254869835,6.673896344905069,166
8.34516683862181,7.970733902636139,167
5.579069208793678,7.117636493296828,168
2.060413344337341,6.964799201979733,169
5.915630722041705,3.9525003887211914,170
0.5530980054366168,5.4542351151929065,171
6.561412309849252,9.19057863942595,172
4.299110563755209,5.177986724393441,173
6.575682907190762,4.266739346817414,174
2.588178299639572,2.960773142544025,175
1.2902296767426966,6.102646224240743,176
1.4799722222109568,1.5311198638306527,177
5.5949054567611505,5.488622409625527,178
6.268679962675432,7.703537396402183,179
3.774516190295242,9.155157078678975,180
6.124172958532305,6.956481000136181,181
2.847259038136605,4.368858385561288,182
6.336375049588404,7.029053445289291,183
3.574830957799705,8.400441554772923,184
7.1736569757327,3.8255574447734473,185
7.64743384853216,7.794563350770124,186
5.528848456436609,1.413013402429904,187
3.1468557170733975,3.5172497685010464,188
6.102748800865134,7.6829674333425135,189
3.9131255321832112,4.731266534365625,190
3.5458440891034075,5.157866391792951,191
4.482763090034634,3.67401810718383,192
-0.005430758059930874,4.7581873399156835,193
4.719931519193134,5.164819039381903,194
-0.46892046467529536,5.235906091082754,195
9.22314895431281,5.075881908037557,196
2.7784311560982755,5.285041813961282,197
